timestamp,machine_id,operation_id,energy_kWh,voltage_V,current_A,power_factor,reactive_power_kVAR,frequency_Hz,machine_utilization_%,production_output_units,operator_count,material_usage_kg,ambient_temp_C,humidity_%,shift_type,production_mode,forecast_energy_kWh,energy_state,allocation_recommendation,year,month,day,hour,minute,day_of_week,is_weekend,energy_kWh_original,voltage_V_original,current_A_original,power_factor_original,frequency_Hz_original,machine_utilization_%_original,production_output_units_original,ambient_temp_C_original,humidity_%_original,hour_sin,hour_cos,time_period,shift_phase,apparent_power_kVA,active_power_kW,reactive_active_ratio,power_quality,frequency_deviation,energy_efficiency,productivity_per_operator,material_efficiency,energy_cost_per_unit,energy_rolling_mean_3,energy_trend,energy_deviation,energy_output_ratio,hourly_variation,daily_pattern,thermal_comfort_index,difficult_conditions,relative_workload,machine_id_MCH_2,machine_id_MCH_3,machine_id_MCH_4,machine_id_MCH_5,operation_id_OP_02,operation_id_OP_03,operation_id_OP_04,operation_id_OP_05,operation_id_OP_06,operation_id_OP_07,operation_id_OP_08,operation_id_OP_09,operation_id_OP_10,shift_type_encoded,production_mode_Maintenance,production_mode_Production,production_mode_Setup,energy_state_encoded,allocation_recommendation_encoded,time_period_Matin,time_period_Nuit_Profonde,time_period_Soiree,shift_phase_Shift_Nuit,shift_phase_Shift_Soir,voltage_V_scaled,current_A_scaled,power_factor_scaled,reactive_power_kVAR_scaled,frequency_Hz_scaled,machine_utilization_%_scaled,production_output_units_scaled,operator_count_scaled,material_usage_kg_scaled,ambient_temp_C_scaled,humidity_%_scaled,forecast_energy_kWh_scaled,year_scaled,month_scaled,day_scaled,hour_scaled,minute_scaled,day_of_week_scaled,is_weekend_scaled,hour_sin_scaled,hour_cos_scaled,apparent_power_kVA_scaled,active_power_kW_scaled,reactive_active_ratio_scaled,power_quality_scaled,frequency_deviation_scaled,energy_efficiency_scaled,productivity_per_operator_scaled,material_efficiency_scaled,energy_cost_per_unit_scaled,energy_rolling_mean_3_scaled,energy_trend_scaled,energy_deviation_scaled,energy_output_ratio_scaled,hourly_variation_scaled,daily_pattern_scaled,thermal_comfort_index_scaled,difficult_conditions_scaled,relative_workload_scaled
2025-07-01 03:55:00,MCH_3,OP_03,10.37,403.72,25.67,0.953,2.95,49.95,82.36,94,3,53.01,24.86,54.73,Day,Idle,9.13,High,Reduce Load,2025,7,1,3,55,1.0,0.0,10.37,403.72,25.67,0.953,49.95,82.36,94,24.86,54.73,0.7071067811865476,0.7071067811865476,Nuit_Profonde,Shift_Nuit,10.3634924,9.8764082572,0.28447441808346985,0.7419377035332053,0.04999999999999716,9.064608576219038,31.33332288889237,0.5639361642134451,0.016547872164384338,10.01,-0.21000000000000085,1.3567499999999981,0.10474747368941945,1.2935877664941935,10.283333333333333,28.857045051969223,1,0.7580645100156088,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7277061308448117,-0.5623258864280793,1.0348367705545867,-0.6556558231682578,-0.4011826158801274,0.38868483937751636,-0.6357950938963883,-0.0174737488217619,0.9506124043285835,-0.5840255527809615,-0.03127304453707005,-0.9144127231728212,0.0,0.0,0.0,-1.1272429603813559,1.593255013631383,0.0,0.0,0.8284590426508991,1.2731915333854018,-0.5293001165390565,-0.3656724814489698,-0.2718425997608982,0.6492466388770949,-0.49526608728251326,0.0508600220470351,-0.42331502081236494,1.158183570233529,-0.2956680447224084,-0.6657714903681805,-0.24994771230390386,0.7605817136894377,-0.4745622697321411,-1.349580979477603,-0.5710610977959524,-0.39390057308707954,0.5581437838992578,-0.6508629047028507
2025-07-01 04:00:00,MCH_3,OP_10,9.97,392.14,25.42,0.924,4.94,49.83,71.98,101,4,59.69,32.72,67.57,Day,Maintenance,11.09,Normal,Maintain,2025,7,1,4,0,1.0,0.0,9.97,392.14,25.42,0.924,49.83,71.98,101,32.72,67.57,0.8660254037844386,0.5000000000000001,Nuit_Profonde,Shift_Nuit,9.9681988,9.210615691200001,0.49548640968040025,0.6178591754621613,0.1700000000000017,10.130390157433284,25.249993687501576,0.5909900931585139,0.014806930546466035,10.306666666666667,-0.3999999999999986,0.9567499999999995,0.10606382865889545,1.2935877664941935,10.673333333333334,36.637112469250845,2,0.8145161224635796,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.6446140119371244,-0.5981171372774536,0.2632489228632126,1.650312107736627,-1.5772880044537863,-0.6233997318779784,0.08865943523134691,1.2159673444790784,1.7369031805162758,1.2187867390155307,1.4464473621949232,-0.24715490563725095,0.0,0.0,0.0,-0.9538209664765319,-1.593255013631383,0.0,0.0,1.0514150364752697,0.9662435926132377,-0.6706599426258454,-0.621451808328603,1.6398600738256541,-1.2810967003566078,1.4198337131653271,0.5075262528656387,-0.9841074435220349,1.4401436218284358,-0.6698547581973847,-0.5580729682590532,-0.47589362620957815,0.5363453507074777,-0.4322976096195217,-1.349580979477603,-0.4283819491151316,1.8692833745103001,2.056516358125453,0.07153501350075142
2025-07-01 04:05:00,MCH_3,OP_10,10.66,405.95,26.26,0.916,3.99,49.8,60.07,101,2,57.65,33.51,57.31,Night,Setup,10.5,High,Reduce Load,2025,7,1,4,5,1.0,0.0,10.66,405.95,26.26,0.916,49.8,60.07,101,33.51,57.31,0.8660254037844386,0.5000000000000001,Nuit_Profonde,Shift_Nuit,10.660247000000002,9.764786252000002,0.3742964001598124,0.6665228839233527,0.20000000000000284,9.474670780987733,50.49997475001262,0.5707920735565141,0.015831683011567496,10.333333333333334,0.6899999999999995,1.646749999999999,0.10554455341044996,1.2935877664941935,10.673333333333334,33.953968367473344,2,0.8145161224635796,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.184551892364985,-0.4778585344235561,0.050397102810418905,0.5494731457468578,-1.871314351597201,-1.7846643988965671,0.08865943523134691,-1.2509148421226022,1.4967784524589567,1.3999854299212848,0.26565208391842465,-0.44801312622193795,0.0,0.0,0.0,-0.9538209664765319,-1.3035722838802226,0.0,0.0,1.0514150364752697,0.9662435926132377,-0.42317854349447714,-0.40855460842515223,0.541916476122282,-0.5240143352540382,1.8986086632772872,0.2265635289884281,1.3435650503784342,1.2296368721190611,-0.44960110173060575,-0.5483922022267718,0.8203224061966717,0.9231530768513598,-0.4489701579741504,-1.349580979477603,-0.4283819491151316,1.0887697446740228,2.056516358125453,0.07153501350075142
2025-07-01 04:10:00,MCH_3,OP_08,11.16,394.07,28.32,0.968,4.02,50.02,82.53,103,4,51.9,24.11,59.33,Night,Production,9.47,High,Reduce Load,2025,7,1,4,10,1.0,0.0,11.16,394.07,28.32,0.968,50.02,82.53,103,24.11,59.33,0.8660254037844386,0.5000000000000001,Nuit_Profonde,Shift_Nuit,11.160062400000001,10.802940403200001,0.3602150214861092,0.7116521908002509,0.020000000000003126,9.229389853997326,25.749993562501608,0.5038834902535584,0.016252427026675467,10.596666666666666,0.5,2.146749999999999,0.11049504841094011,1.2935877664941935,10.673333333333334,29.862295312804008,1,0.8306451545915714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.2492273214734684,-0.18293862742471223,1.433933933153575,0.5842364813886393,0.28487886078781705,0.40526040557341575,0.29564644355355696,1.2159673444790784,0.8199563022973952,-0.756049626425665,0.49812834728280325,-0.7986639180901203,0.0,0.0,0.0,-0.9538209664765319,-1.013889554129062,0.0,0.0,1.0514150364752697,0.9662435926132377,-0.24444097218166408,-0.009724126453034257,0.414343587706898,0.1780818153722364,-0.97404103739436,0.12146552542489536,-0.93801489584408,0.5323057140995106,-0.3591691087176697,-0.45279463765799643,0.5943764922909954,1.203448530578811,-0.29002291848583406,-1.349580979477603,-0.4283819491151316,-0.10147813872798507,0.5581437838992578,0.27793441870178204
2025-07-01 04:15:00,MCH_3,OP_07,10.36,392.51,26.39,0.904,4.65,49.83,64.65,96,2,35.12,32.44,52.05,Day,Maintenance,12.24,High,Reduce Load,2025,7,1,4,15,1.0,0.0,10.36,392.51,26.39,0.904,49.83,64.65,96,32.44,52.05,0.8660254037844386,0.5000000000000001,Nuit_Profonde,Shift_Nuit,10.358338900000001,9.363938365600001,0.44884165551721483,0.6239467208563144,0.1700000000000017,9.266408371968305,47.999976000012,0.3658333295225695,0.01618749983138021,10.726666666666667,-0.8000000000000007,1.3467499999999983,0.10058252329531531,1.2935877664941935,10.673333333333334,31.841165227923387,2,0.7741935421436005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.5688144909674073,-0.4592470839818816,-0.2688806272687716,1.3142665298660658,-1.5772880044537863,-1.338099144912928,-0.42880808557417827,-1.2509148421226022,-1.1551872941740833,1.1545644181881747,-0.33970689890169176,0.14434840567188498,0.0,0.0,0.0,-0.9538209664765319,-0.7242068243779014,0.0,0.0,1.0514150364752697,0.9662435926132377,-0.5311430450958005,-0.5625494227266927,1.2172731840109703,-1.186390123106127,1.4198337131653271,0.1373272248296064,1.1131023696043163,-0.9064734932174231,-0.3731241394738021,-0.4056009032506258,-0.9515692344320585,0.7549758046148888,-0.6082877593413788,-1.349580979477603,-0.4283819491151316,0.47416553967170477,2.056516358125453,-0.4444634995018215
2025-07-01 04:20:00,MCH_3,OP_01,10.46,397.67,26.3,0.871,4.12,49.98,93.03,84,3,45.27,28.87,43.36,Day,Idle,8.41,High,Reduce Load,2025,7,1,4,20,1.0,0.0,10.46,397.67,26.3,0.871,49.98,93.03,84,28.87,43.36,0.8660254037844386,0.5000000000000001,Nuit_Profonde,Shift_Nuit,10.458721,9.109545991000001,0.39388141549890865,0.6248738166067341,0.020000000000003126,8.030591966482604,27.999990666669778,0.5389285650127552,0.018678571206207487,10.659999999999998,0.10000000000000142,1.4467499999999998,0.10895833219835072,1.2935877664941935,10.673333333333334,27.449927606271988,1,0.6774193493756504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.5117184687951442,-0.4721319342876563,-1.1468943849865456,0.7001142668612471,-0.10715626873678233,1.4290453764966045,-1.6707301355074387,-0.0174737488217619,0.0395509361111084,0.3357298276393868,-1.3398151804048866,-1.1595278398185414,0.0,0.0,0.0,-0.9538209664765319,-0.43452409462674085,0.0,0.0,1.0514150364752697,0.9662435926132377,-0.49524568627636467,-0.6602800278150345,0.7193505920823938,-1.1719668934428134,-0.97404103739436,-0.3921955496529283,-0.7305986463917675,0.8975506701025305,0.1622906045845204,-0.4298028183313291,0.1187008840685192,0.8110348953603799,-0.3393627925476888,-1.349580979477603,-0.4283819491151316,-0.8032242260431495,0.5581437838992578,-1.6828599307079979
2025-07-01 04:25:00,MCH_3,OP_04,10.78,401.58,26.83,0.908,3.8,49.87,67.35,113,4,36.19,24.63,47.43,Night,Maintenance,11.36,High,Reduce Load,2025,7,1,4,25,1.0,0.0,10.78,401.58,26.83,0.908,49.87,67.35,113,24.63,47.43,0.8660254037844386,0.5000000000000001,Nuit_Profonde,Shift_Nuit,10.774391399999999,9.7831473912,0.3525046055190533,0.6713470669857979,0.13000000000000256,10.482373795698164,28.249992937501766,0.32026548389145587,0.014309734386639517,10.533333333333333,0.3199999999999985,1.7667499999999983,0.12833333180555556,1.2935877664941935,10.673333333333334,26.55212017831424,1,0.9112903152315297,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.28929809064157963,-0.3962544824869832,-0.16245471724237479,0.32930535334890354,-1.1852528749292566,-1.0748401523898234,1.3305814851646074,1.2159673444790784,-1.0292395201440188,-0.636779602032004,-0.8714100359033901,-0.15523673689510617,0.0,0.0,0.0,-0.9538209664765319,-0.14484136487558028,0.0,0.0,1.0514150364752697,0.9662435926132377,-0.3823596875029295,-0.40150076002679286,0.3444896296112789,-0.44896243234539596,0.7814671130160847,0.6583442480622823,-0.707552157454306,-1.3813883246751812,-0.7767188799364713,-0.4757864569846638,0.3803224685908786,0.9904239857459477,0.28271695954730625,-1.349580979477603,-0.4283819491151316,-1.0643920604598875,0.5581437838992578,1.309931444706928
2025-07-01 04:30:00,MCH_3,OP_05,11.06,396.32,27.9,0.926,3.02,49.98,81.66,90,2,50.3,34.44,69.59,Night,Setup,10.84,High,Reduce Load,2025,7,1,4,30,1.0,0.0,11.06,396.32,27.9,0.926,49.98,81.66,90,34.44,69.59,0.8660254037844386,0.5000000000000001,Nuit_Profonde,Shift_Nuit,11.057328,10.239085728000001,0.2730560331775739,0.7273835368335556,0.020000000000003126,8.137431452311803,44.99997750001125,0.5588888826790124,0.018433333128518522,10.766666666666667,0.28000000000000114,2.0467499999999994,0.09787610532853004,1.2935877664941935,10.673333333333334,38.10280720076053,2,0.7258064457596255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.7882842885495187,-0.24306792885166126,0.316461877876411,-0.5745413733374329,-0.10715626873678233,0.32043250798263684,-1.0497691105408085,-1.2509148421226022,0.6316231822524389,1.613295281240717,1.6789236255593034,-0.332264321139237,0.0,0.0,0.0,-0.9538209664765319,0.14484136487558028,0.0,0.0,1.0514150364752697,0.9662435926132377,-0.2811795303498983,-0.22634169872041596,-0.3752895971919163,0.4228211712032714,-0.97404103739436,-0.3464169528407824,0.8365471526753746,1.1055800550564088,0.10958072082685562,-0.3910797542022038,0.3327549077686339,1.1473894398333209,-0.6951836484755982,-1.349580979477603,-0.4283819491151316,2.2956468763306725,2.056516358125453,-1.063661715104909
2025-07-01 04:35:00,MCH_3,OP_03,11.22,397.14,28.26,0.976,2.14,49.9,64.78,109,2,46.59,29.16,46.88,Day,Setup,11.32,High,Reduce Load,2025,7,1,4,35,1.0,0.0,11.22,397.14,28.26,0.976,49.9,64.78,109,29.16,46.88,0.8660254037844386,0.5000000000000001,Nuit_Profonde,Shift_Nuit,11.2231764,10.9538201664,0.19073082079047946,0.819664682360428,0.10000000000000142,9.714794143066475,54.49997275001362,0.42743118873916347,0.015440366830822323,11.020000000000001,0.16000000000000014,2.2067499999999995,0.1246666652814815,1.2935877664941935,10.673333333333334,28.650858710327203,1,0.8790322509755464,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.620296160995014,-0.19152852762856187,1.6467857532063686,-1.5942658854963767,-0.8912265277858418,-1.3254237119395937,0.9166074685201872,-1.2509148421226022,0.19492576014819732,0.4022458027820053,-0.934708028403592,-0.16885424337542362,0.0,0.0,0.0,-0.9538209664765319,0.43452409462674085,0.0,0.0,1.0514150364752697,0.9662435926132377,-0.2218709531789749,0.048239759360395304,-1.1211302834625565,1.8584788742238876,0.30269216290412465,0.3294516184664417,1.7123053396170231,-0.26449148764213465,-0.533708066660137,-0.2991124768955331,0.19005222530188934,1.2370839850261053,0.16499004091228314,-1.349580979477603,-0.4283819491151316,-0.45387918170189967,0.5581437838992578,0.8971326343048696
2025-07-01 04:40:00,MCH_3,OP_09,10.72,401.46,26.7,0.862,4.55,49.86,63.94,105,3,54.23,30.6,68.21,Night,Maintenance,12.13,High,Reduce Load,2025,7,1,4,40,1.0,0.0,10.72,401.46,26.7,0.862,49.86,63.94,105,30.6,68.21,0.8660254037844386,0.5000000000000001,Nuit_Profonde,Shift_Nuit,10.718982,9.239762484,0.42444025891415493,0.6051499840766219,0.14000000000000057,9.794775205711268,34.99998833333722,0.5164761855573696,0.015314285568435377,11.0,-0.5,1.7067499999999995,0.09834862295093007,1.2935877664941935,10.673333333333334,35.769535947498824,2,0.8467741867195631,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.26471446221896805,-0.41486593292865764,-1.3863526825459385,1.198388744393458,-1.2832616573103715,-1.4073265096134493,0.502633451875767,-0.0174737488217619,1.0942164083628625,0.7325320241798362,1.5201032080133403,0.10690026285101131,0.0,0.0,0.0,-0.9538209664765319,0.7242068243779014,0.0,0.0,1.0514150364752697,0.9662435926132377,-0.4021744862944432,-0.6102544062790826,0.996204159581204,-1.4788190889077946,0.941058763053367,0.3637219146121599,-0.08530303267502178,0.6635486483435858,-0.560807156438782,-0.30637305141974447,-0.5948125282651993,0.9567885312986543,-0.6800123632439941,-1.349580979477603,-0.4283819491151316,1.6169095643579467,2.056516358125453,0.48433382390281116
2025-07-01 04:45:00,MCH_3,OP_01,10.86,406.02,26.74,0.868,2.26,50.11,71.25,95,3,37.4,34.74,65.68,Night,Production,9.63,High,Reduce Load,2025,7,1,4,45,1.0,0.0,10.86,406.02,26.74,0.868,50.11,71.25,95,34.74,65.68,0.8660254037844386,0.5000000000000001,Nuit_Profonde,Shift_Nuit,10.856974799999998,9.423854126399998,0.20810311159271533,0.7184817187132836,0.10999999999999943,8.747697168720336,31.666656111114627,0.39368420638227153,0.017147368240554017,10.933333333333332,0.1399999999999988,1.8467499999999983,0.10342857044353743,1.2935877664941935,10.673333333333334,37.07975705222346,2,0.7661290260796046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1988923422781732,-0.4091393327927579,-1.2267138175063432,-1.4552125429292484,1.1669579022179914,-0.6945771631897814,-0.5323015897352833,-0.0174737488217619,-0.8868125981100206,1.6821049106985995,1.2289324425124117,-0.7441938921688491,0.0,0.0,0.0,-0.9538209664765319,1.013889554129062,0.0,0.0,1.0514150364752697,0.9662435926132377,-0.35282727144141074,-0.5395314232032429,-0.9637427600255213,0.28433173566049863,0.4622838129414069,-0.08493021914006466,-0.39258665825442474,-0.6162075325035604,-0.16681624166694062,-0.33057496650044776,0.16626844489076384,1.03527125834234,-0.5169087482286089,-1.349580979477603,-0.4283819491151316,1.998046540810031,2.056516358125453,-0.5476632021023361
2025-07-01 04:50:00,MCH_3,OP_07,10.09,400.63,25.19,0.948,4.01,50.1,82.41,119,3,41.63,22.69,59.62,Day,Setup,11.07,High,Reduce Load,2025,7,1,4,50,1.0,0.0,10.09,400.63,25.19,0.948,50.1,82.41,119,22.69,59.62,0.8660254037844386,0.5000000000000001,Nuit_Profonde,Shift_Nuit,10.091869700000002,9.5670924756,0.3974231518906688,0.6783915084828717,0.10000000000000142,11.793854133413863,39.66665344444885,0.34983192983334516,0.012718487288079937,10.556666666666667,-0.7699999999999996,1.0767499999999988,0.10621052519778394,1.2935877664941935,10.673333333333334,29.23981445531889,1,0.9596774116155048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.09467769896258096,-0.631045088058878,0.9018043830215907,0.5726487028413787,1.0689491198368766,0.39356000590572177,1.9515425101312376,-0.0174737488217619,-0.38890691199116706,-1.0817485391929698,0.5315036524192734,-0.2539636588774097,0.0,0.0,0.0,-0.9538209664765319,1.3035722838802226,0.0,0.0,1.0514150364752697,0.9662435926132377,-0.6264343419179236,-0.4845031600283631,0.751437616511792,-0.3393690084557137,0.30269216290412465,1.2202875140877656,0.34489404313614186,-1.0732424490731594,-1.1187312231467892,-0.46731578670641777,-0.9158935638153713,0.6036162596020654,-0.42758757357332683,-1.349580979477603,-0.4283819491151316,-0.2825548066778893,0.5581437838992578,1.9291296603100168
2025-07-01 04:55:00,MCH_3,OP_07,10.74,404.24,26.56,0.904,4.5,50.01,91.13,121,3,42.31,22.67,50.39,Day,Setup,10.06,High,Reduce Load,2025,7,1,4,55,1.0,0.0,10.74,404.24,26.56,0.904,50.01,91.13,121,22.67,50.39,0.8660254037844386,0.5000000000000001,Nuit_Profonde,Shift_Nuit,10.7366144,9.705899417600001,0.4189943743953097,0.6370708836567661,0.00999999999999801,11.266293178184993,40.33331988889337,0.34966941859777345,0.013314049476743393,10.563333333333334,0.6500000000000004,1.7267499999999991,0.09025210008191513,1.2935877664941935,10.673333333333334,26.460822231635543,1,0.9758064437434965,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8342351873427875,-0.43490903340430737,-0.2688806272687716,1.1404498516571546,0.1868700784066324,1.2437890484247889,2.1585295184534474,-0.0174737488217619,-0.30886533597206073,-1.086335847823495,-0.5307517489932108,-0.5978056975054332,0.0,0.0,0.0,-0.9538209664765319,1.593255013631383,0.0,0.0,1.0514150364752697,0.9662435926132377,-0.3958690136090956,-0.43117732251671315,0.9468661484287063,-0.9822118447309592,-1.1336326874317555,0.9942381272359584,0.4063507682520228,-1.074936165222839,-0.9907249443880491,-0.46489559519834717,0.772754845374425,0.9680003494477522,-0.9399701976335914,-1.349580979477603,-0.4283819491151316,-1.0909501911661668,0.5581437838992578,2.135529065511046
2025-07-01 05:00:00,MCH_3,OP_07,10.17,393.43,25.84,0.956,4.31,50.02,85.38,96,3,36.96,21.81,41.15,Night,Idle,11.3,High,Reduce Load,2025,7,1,5,0,1.0,0.0,10.17,393.43,25.84,0.956,50.02,85.38,96,21.81,41.15,0.9659258262890683,0.25881904510252074,Nuit_Profonde,Shift_Nuit,10.1662312,9.7189170272,0.4237954352216878,0.6714447710328197,0.020000000000003126,9.439527095425065,31.999989333336888,0.3849999959895834,0.015890624834472657,10.333333333333334,-0.5700000000000003,1.1567499999999988,0.08404958608223483,1.2935877664941935,10.784999999999998,23.259170105035757,1,0.7741935421436005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.3803400063940556,-0.5379878358505051,1.1146562030743843,0.9202820592592004,0.28487886078781705,0.6831448976811378,-0.42880808557417827,-0.0174737488217619,-0.9386042061223833,-1.283590118936089,-1.5941580229966084,-0.17566299661558238,0.0,0.0,0.0,-0.780398972571708,-1.593255013631383,0.0,0.0,1.191571033418134,0.608795144836125,-0.5998421362572387,-0.42617631230556957,0.9903622585235802,-0.44744240821779885,-0.97404103739436,0.2115051580183715,-0.36185829569648426,-0.7067156585267744,-0.43693252814255046,-0.5483922022267718,-0.6780557597041332,0.6484635321984576,-1.139116440188974,-1.349580979477603,-0.38752937235609397,-2.022295295273683,0.5581437838992578,-0.4444634995018215
2025-07-01 05:05:00,MCH_3,OP_01,10.92,402.2,27.16,0.885,2.45,50.07,73.47,94,2,42.79,32.98,43.46,Night,Maintenance,13.4,High,Reduce Load,2025,7,1,5,5,1.0,0.0,10.92,402.2,27.16,0.885,50.07,73.47,94,32.98,43.46,0.9659258262890683,0.25881904510252074,Nuit_Profonde,Shift_Nuit,10.923752,9.66752052,0.22435895381328266,0.7228272372604908,0.07000000000000028,8.608057819774926,46.99997650001175,0.4552127611147579,0.01742553172951562,10.610000000000001,0.75,1.9067499999999988,0.11374999881510418,1.2935877664941935,10.784999999999998,29.534064281198777,2,0.7580645100156088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.41631350415840224,-0.3490100313658089,-0.7744036998941566,-1.235044750531294,0.7749227726934618,-0.47811976933745015,-0.6357950938963883,-1.2509148421226022,-0.2523653999585742,1.2784217512123608,-1.3283064544957588,0.5392560936011003,0.0,0.0,0.0,-0.780398972571708,-1.3035722838802226,0.0,0.0,1.191571033418134,0.608795144836125,-0.32894726584920525,-0.44592144718227855,-0.8164699116946029,0.35193684762890487,-0.1760827872078354,-0.1447629055749462,1.0209172972946692,0.02505217148091566,-0.10702958330229521,-0.4479542546418551,0.891673747430044,1.0689067127896343,-0.18551511040562507,-1.349580979477603,-0.38752937235609397,-0.1969589568224689,2.056516358125453,-0.6508629047028507
2025-07-01 05:10:00,MCH_3,OP_08,11.43,394.81,28.94,0.919,2.6,50.01,74.16,117,3,49.99,30.42,52.12,Day,Maintenance,11.14,High,Reduce Load,2025,7,1,5,10,1.0,0.0,11.43,394.81,28.94,0.919,50.01,74.16,117,30.42,52.12,0.9659258262890683,0.25881904510252074,Nuit_Profonde,Shift_Nuit,11.425801400000001,10.500311486600001,0.2274715461529706,0.7486935260375248,0.00999999999999801,10.236219576883677,38.99998700000433,0.42726495361312006,0.014653846028599607,10.839999999999998,0.5099999999999998,2.4167499999999986,0.12159574338727933,1.2935877664941935,10.784999999999998,30.85257462174311,2,0.9435483794875131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0976282795340342,-0.09417632531826388,0.13021653533021654,-1.0612280723223833,0.1868700784066324,-0.41084247124821227,1.7445555018090275,-0.0174737488217619,0.5951336402437292,0.6912462465051075,-0.33165079076530235,-0.2301330225368535,0.0,0.0,0.0,-0.780398972571708,-1.013889554129062,0.0,0.0,1.191571033418134,0.608795144836125,-0.149410800115946,-0.1259858940592841,-0.7882707982104146,0.7543498922360591,-1.1336326874317555,0.5528720563041545,0.2834373180202615,-0.2662240147294666,-0.7027577527807608,-0.36445764761343175,0.6062683824965571,1.3548080755916343,0.06639089926698527,-1.349580979477603,-0.38752937235609397,0.18658931820054064,2.056516358125453,1.7227302551089876
2025-07-01 05:15:00,MCH_3,OP_03,10.78,390.98,27.56,0.925,4.3,50.15,73.08,97,4,44.92,21.82,59.46,Night,Maintenance,10.04,High,Reduce Load,2025,7,1,5,15,1.0,0.0,10.78,390.98,27.56,0.925,50.15,73.08,97,21.82,59.46,0.9659258262890683,0.25881904510252074,Nuit_Profonde,Shift_Nuit,10.7754088,9.96725314,0.39888679045577086,0.6612400705411093,0.14999999999999858,8.998143877723203,24.249993937501515,0.4630927787310023,0.01667010292092677,11.043333333333331,-0.6500000000000004,1.7667499999999983,0.09213675134925853,1.2935877664941935,10.784999999999998,28.757165902421363,1,0.7822580582075963,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.8822557533556874,-0.29174403000681026,0.2898554003698118,0.9086942807119398,1.5589930317425214,-0.5161460682574543,-0.32531458141307323,1.2159673444790784,-0.0016469338987259385,-1.281296464620826,0.5130896909646695,-0.6046144507455926,0.0,0.0,0.0,-0.780398972571708,-0.7242068243779014,0.0,0.0,1.191571033418134,0.608795144836125,-0.3819958579669574,-0.330772357657195,0.7646977243231753,-0.6062013484573961,1.1006504130906491,0.02238121937340687,-1.0762925388779443,0.10717888136310547,-0.269396557726272,-0.29064180661728845,-0.7731908813486289,0.9904239857459477,-0.8794590535333083,-1.349580979477603,-0.38752937235609397,-0.42295493416553087,0.5581437838992578,-0.3412637969013069
